id,japanese,english,latin,category,region,testSet,explanation
pdf_kaibo7_805b33e444,静脈槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_8baa479a89,脊髄クモ膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5e520bbce2,腰椎槽,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7d3d664121,軟膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_bafdb35eb0,脳軟膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_052cfc5c40,第四脳室脈絡組織,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_ead8915006,第三脳室脈絡組織,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_31afdfd59d,第三脳室脈絡叢,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_3501e413c5,側脳室脈絡叢,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_fa12d5f516,脈絡糸球,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_87753f06c8,脊髄軟膜,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e4348771ab,歯状靱帯,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_0acaaed5b0,中間頸部中隔,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_36ec6c908a,終糸,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_019e6844bf,硬膜部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_666479c5c1,尾骨靱帯,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_31853bc000,軟膜部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_28cddf4ccc,軟膜終糸,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_fca71855bf,脊髄,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5e0b06088c,頸膨大,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5d0f01c149,腰仙膨大,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_05e48a7140,腰膨大,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_b4217ce7cc,脊髄円錐,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_6fd4d56865,脊髄終糸,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f204d478cf,終室,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_fc3fdb5560,前正中裂,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_574caf7af9,後正中溝,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_0c5d58d4d3,後正中中隔,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_59d6d2c8db,前外側溝,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_ff54622585,後外側溝,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_64bbf91d59,後中間溝,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c957ae95a8,脊髄索,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7f5ef701a6,脊髄節,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1928afc4f6,頸髄,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_401f8ed687,頸髄節第,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d1c32f5374,頸髄節,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1be21573bb,胸髄,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f0797140ca,胸髄節第,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_cf9e3f5e55,胸髄節,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1c6a420dfe,腰髄,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5bbe2b5715,腰髄節第,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5e4e68d081,腰髄節,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_bca4e08edb,仙髄,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_08ddf5523d,仙髄節第,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_92a024577b,仙髄節,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c1881cefdf,尾髄,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1dc54d834b,尾髄節第,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_468dbf6388,尾髄節,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_21ef972e5b,中心管,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c920d7df2e,前角,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_94b18aaf69,側角,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_ff9f96cfbb,後角,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5b9ff48c50,中心膠様質,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_980711bdbe,灰白柱,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_31f6f1713c,前柱,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d0a83b2e8a,脊髄第,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_76ae8cd77b,前外側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1bb98b73ea,腹外側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_abbf3ee721,前核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d5d771cdba,前内側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c9af7583c8,腹内側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_57e79ae02f,後外側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_bcb576d626,背外側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e0868b6bde,後後外側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a71496a28d,後背外,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_9bde0cf67e,側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e15bff70fb,後内側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_28980193e1,背内側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a3cda9ad55,中心核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_deb4ad1b61,副神経核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d937b2b5a8,横隔神経核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d3e59af0bd,後柱,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_78bb3ef291,後角尖,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_072d455023,辺縁核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f813ac6aed,膠様質,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7a6e14080a,後角頭,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_0c99e42fb6,固有核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1bedf40ce5,III・第,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_87b9f23123,後角頸,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a9d2646c6a,後角底,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7955fb9402,二次内臓灰白質,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5ba1d2fae1,内基底核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e97f3c5ab9,外側頸髄核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_bff012a90d,内側頸髄核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_05e964a436,側索後核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_c8ae684a48,中間柱,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5d9d9bbefc,中間帯,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e999997275,中間外側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_2faeb30722,中間質,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_d32ef70aad,外側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_aa4a1ac870,中間質中心部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_108fa39e7e,胸髄核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_35394cbf59,背核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e2f84b27e3,背側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1122b2f9e3,中間質外側部,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_685f6dea4e,中間内側核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_15f2b40d07,中間質内,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_bbbc000357,仙髄副交感神経核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_1600ea6e47,髄副交感核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_dafc38bb04,陰部神経核,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_bb5ebf0f4e,脊髄網様体,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_cd77eccf66,前索,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_af74d9f929,前索固有束,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_3b416e911f,溝縁束,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_78f9074c53,前皮質脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_9392ed8946,外側前庭脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f17a6c1e71,前庭神経核脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_a461410a2f,内側前庭脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_33d1a29a3b,内側,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_0188ab7598,網様体脊髄線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_ef49c14740,橋網様体脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_cab1ae3f6f,網様体脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_fb2508f8dd,間質核脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_5e4a443fa6,視蓋脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_e65c282674,前縫線核脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_4c61a99cb1,オリーブ核脊髄線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_cf2f3a3f97,オリーブ脊髄線維,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_7481e0871e,前脊髄視床路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_8ec6fd59a3,側索,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_8524c263ce,側索固有束,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_86e355852e,室頂核脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_cdbae389ff,中位核脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_eba8e2548b,外側皮質脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f92ec459c8,赤核脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
pdf_kaibo7_f0100ccd88,延髄網様体脊髄路,,,nervous system,general,pdf_reference_terms,kaibo7.pdf から追加した解剖学用語です。
